"z1" "z2" "z3" "z4" "z5"
6.69314891312797 "0" 0.803948595463198 "1" "2"
8.46139307986898 "1" 3.28995897560157 "3" "2"
8.19486157486799 "0" 2.53149241087619 "0" "2"
10.0382657662589 "1" 1.25343240881929 "2" "2"
8.39335675532814 "0" 2.76545984608305 "3" "2"
9.63345360578118 "1" 2.13202235765078 "1" "2"
8.83706582184739 "1" 2.5529184061117 "1" "0"
8.0840344663094 "0" 2.60600129667075 "3" "1"
8.69549929242947 "1" 1.4131770119074 "2" "2"
7.90430471877171 "1" 2.10567618055449 "2" "1"
8.94248044659713 "1" 3.3717273264526 "3" "2"
5.99178946112139 "0" 0.00762735610804044 "0" "2"
7.98852509418432 "0" 3.24848439358906 "2" "2"
6.86378109754287 "1" 1.49437406497215 "2" "2"
8.16319233180465 "0" 1.29536196282969 "0" "0"
7.16265982235664 "0" 2.10530940973124 "1" "2"
7.73336444059704 "0" 1.78751585628607 "2" "0"
8.9514846645875 "0" 1.672173820464 "1" "2"
6.45706164189389 "0" 2.0463380450005 "2" "1"
9.68408796858622 "1" 2.56513480741141 "3" "2"
6.69599815679362 "0" 0.737251929880218 "0" "0"
7.52484771154028 "0" 0.982098250169104 "0" "1"
8.00280177293244 "1" 1.57946710726741 "2" "2"
6.70333051198684 "0" 0.608398549397753 "0" "0"
7.10635772635304 "0" 1.63808371757787 "0" "0"
8.22688256955166 "1" 1.85945933331591 "1" "2"
8.0653490962256 "1" 3.45035469624228 "3" "2"
9.04336381272526 "1" 2.13479863678192 "1" "2"
9.7404259746924 "1" 2.29345405879129 "3" "2"
7.78559610970848 "0" 2.14944191491546 "2" "1"
7.17979027243887 "0" 1.14818490563571 "0" "2"
8.05074156252049 "1" 0.356894045262607 "1" "0"
7.53198869508506 "0" 2.69774288535236 "0" "1"
8.52037190992906 "1" 3.5334815893781 "3" "2"
9.48718992544661 "1" 2.93032147182383 "3" "2"
7.80472601717664 "0" 2.56646063861649 "0" "1"
7.58747290475623 "0" 2.41201930713402 "1" "2"
7.37673010039536 "1" 3.03438257831773 "3" "2"
8.06376113917203 "0" 1.28763326184025 "2" "2"
8.12412998273485 "1" 2.9821932784818 "2" "2"
8.6986138891961 "1" 2.80018355499128 "0" "2"
8.04731994929993 "0" 1.54965251908724 "0" "1"
8.04919912847765 "0" 1.90949146858055 "0" "2"
5.6398763871506 "0" 0.846185905392509 "0" "2"
8.66458217828932 "1" 2.39967706959991 "1" "2"
7.31383442237481 "1" 1.51439206279404 "2" "2"
7.62759524890036 "1" 0.69789512947838 "0" "2"
8.25276646368454 "1" 4.51606257113722 "1" "0"
7.81775311902217 "0" 3.35507302358434 "2" "0"
8.00116590557115 "0" 2.71219636683919 "2" "1"
8.5705867276912 "1" 0.600597653284018 "2" "2"
7.94601293904183 "1" 2.04338893083118 "1" "0"
7.90828468943675 "1" 2.1291679692651 "3" "2"
7.65070092401939 "1" 2.38754290809173 "3" "2"
7.428995606289 "0" 1.08095128639028 "0" "2"
8.82577225958079 "1" 2.48113072185082 "3" "2"
9.38126704504713 "1" 2.76959660278207 "3" "2"
8.2311573717151 "1" 2.78001967846996 "0" "2"
8.55162978247872 "1" 1.9540849735181 "3" "2"
7.44366716328379 "1" 2.00104057296369 "2" "2"
7.05264463759107 "0" -0.192997048309944 "0" "2"
10.7323149054888 "1" 4.7413034868323 "3" "0"
9.38285226201445 "0" 2.13467466957562 "1" "2"
9.24479283449289 "0" 3.14851610345263 "3" "2"
9.09531906291884 "1" 1.69529268194882 "3" "2"
6.68772034372038 "0" 0.459512947763441 "0" "1"
7.14831370057464 "0" 1.51305575535358 "0" "2"
8.88737805867764 "1" 3.22469326613864 "3" "0"
7.71914297908223 "0" 1.46686221320459 "0" "2"
8.84839010065974 "1" 3.21749366793568 "2" "1"
6.78917015190848 "0" 1.00842013534781 "3" "0"
7.6581961461384 "0" 0.389982364474769 "1" "2"
7.77906094329467 "1" 2.44553088883767 "1" "2"
7.44253456347581 "1" 1.16915980150421 "3" "2"
9.96980631468413 "0" 2.7689015621976 "0" "2"
7.81489930229526 "0" 2.82447860189583 "0" "0"
6.67838285783462 "1" 1.68330447642094 "2" "2"
7.82751787779847 "1" 2.71333065448646 "0" "1"
7.20049161604945 "1" 2.3044479567439 "0" "0"
7.5651334410064 "0" 1.64086493949148 "0" "2"
7.71291861192983 "1" 3.24292389265706 "2" "2"
8.29509121683254 "0" 2.9071428620943 "1" "1"
8.86028240888828 "0" 2.83459138831088 "2" "2"
8.2396095745299 "1" 3.87963297084298 "2" "0"
7.88889485571004 "1" 2.78184171705923 "2" "2"
8.84077082812001 "0" 3.00086758322268 "2" "2"
8.90042407928902 "0" 0.981941225915252 "2" "1"
8.11790712410031 "1" 1.45959541529593 "0" "0"
8.75963521651159 "1" 2.57994673335186 "0" "2"
7.45569427582469 "0" 0.655693113922073 "0" "2"
8.83763785395298 "0" 0.738190553141417 "1" "1"
7.10703214293919 "1" 3.1076978147782 "3" "2"
7.81051699539449 "0" 1.95510119685151 "3" "2"
8.04414971944671 "1" 2.00628605636614 "2" "2"
8.49789279388492 "0" 2.58231971105534 "0" "2"
6.58721118083793 "0" 1.34861259894952 "0" "0"
8.46852726631183 "1" 2.8560481655821 "2" "2"
8.58936438571966 "1" 0.919869184889395 "1" "2"
7.28240411753815 "1" 3.54425540777259 "3" "2"
8.94544239722469 "0" 3.39899534982654 "3" "0"
8.3662758311002 "0" 2.9239603457224 "1" "2"
7.20401980786166 "1" 0.487638041903727 "1" "2"
8.36207384775088 "0" 2.44405773489355 "0" "1"
7.7354178076929 "0" 1.58590102181425 "2" "1"
9.24497035531164 "1" 3.81182220133816 "3" "2"
