"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
1.54021,0.27799,-0.22863,2.07093,0.3723,1.83382,0.3362,-0.33669,2.30799,1.62527,4.49928,2.28903
-1.81352,-1.19755,-2.83584,-0.57185,-1.64073,0.33239,-1.74056,-1.73734,-3.12371,-0.54321,-2.56043,-0.86631
4.38099,2.19071,1.59035,3.56954,1.15054,0.37363,1.3679,1.24903,4.51586,3.07312,1.31839,2.87015
-1.00879,-0.01289,-1.12931,-1.07023,0.35686,1.73441,1.20651,1.13109,-4.01699,-2.91557,-0.63241,-1.94367
-1.9466,-0.79054,-0.5126,-1.80224,-1.02246,-0.27116,-0.63423,-0.26672,-0.91832,-3.08934,-1.41328,-1.04302
0.46018,-1.19124,-1.48897,-2.67765,1.22604,-0.93363,0.14884,0.27189,-1.73036,-2.15751,-1.58199,0.34754
-3.08761,-1.16274,-2.8886,-3.22794,4.03514,3.90546,4.59389,3.60488,-1.68858,-2.20755,-0.37409,-0.59369
0.3719,1.46863,1.72373,-0.87429,2.54115,-0.46912,-0.75809,0.19052,0.18305,-1.30704,0.8544,1.12004
-1.83946,-2.44603,-4.98029,-4.42155,-2.1235,-2.57896,-3.87934,-4.51033,-1.17539,-3.04246,-1.31344,-0.95728
-0.72475,3.09837,1.03553,1.22645,1.33712,0.22088,0.07189,0.43218,1.64846,0.86169,-0.7397,-0.6713
1.42551,-0.5253,-0.84809,0.41758,-0.60986,0.98596,-1.75351,1.38901,0.3562,1.90654,0.42763,-0.72189
-1.12677,-1.53678,-3.83536,-3.03715,-0.90593,-0.1925,-0.49844,-0.82003,-3.62044,-3.49777,-3.9472,-3.00338
-5.87697,-3.24156,-3.62887,-5.31024,-0.91567,0.80536,-1.89298,-1.5442,-2.8887,-5.19636,-3.19189,-2.72096
4.44671,2.06395,4.3299,3.66078,0.89253,0.35143,0.7442,0.2791,2.914,4.23715,3.13498,3.68353
-3.74679,-3.23735,-0.70899,-0.56524,-3.16258,-1.52696,-1.00449,-2.37281,-2.10431,-1.99555,-1.15954,-0.35122
-0.73646,-1.1916,-0.39039,-2.80872,2.42953,0.80687,-0.41191,1.70315,-1.40272,-1.08794,-0.76112,-0.79983
-1.84674,0.28504,-2.89206,-2.92954,2.55259,-0.50743,3.01067,2.57679,-3.0031,0.32178,-1.20448,-0.95655
2.97324,2.88997,1.24685,2.61384,0.65505,0.7766,0.18378,0.09476,2.29417,1.33586,0.45933,-0.76899
0.86422,1.32011,-0.74439,-2.08085,-0.24703,1.78997,0.60228,1.4142,0.79152,1.88319,1.34415,1.32629
1.39802,-2.13813,0.71582,0.75959,1.45499,1.71163,2.99122,2.81554,0.66275,1.08688,0.20986,-0.57034
1.92472,1.79236,1.33075,4.86073,0.48639,0.23714,0.81168,-0.84505,4.2764,2.59038,1.94402,2.69464
0.80734,-1.26188,1.00142,-0.01728,-0.17731,-0.96653,1.7459,0.22206,2.1951,1.4443,0.77341,0.04573
2.91783,1.06004,-1.05786,0.51766,1.29735,0.8111,1.24095,0.89082,0.67309,-0.90384,-0.32329,-0.28202
-0.96876,-0.34932,-0.18305,-1.72885,-0.2207,0.85621,0.49346,-0.61737,2.27513,1.74778,1.6558,-0.25487
0.12221,1.41155,1.1566,1.35204,-0.28158,-0.25957,0.16303,1.10959,0.49953,0.68896,-0.63447,-0.42379
-2.62285,-2.36072,-3.07282,-3.01889,-1.12935,1.81423,-1.92196,-1.65269,-1.08772,-1.55661,0.27255,-1.28709
-2.85214,-2.06886,-2.21048,-4.00562,-1.77719,-1.46169,-2.44824,-0.49623,-0.60112,0.07576,-0.25392,1.14283
-1.04881,-0.65445,-2.9322,-1.82137,2.43168,2.48456,4.67823,3.72629,-0.26071,0.29573,1.06442,1.39571
0.87226,1.41082,2.62855,-0.02314,0.26716,-0.46157,1.51176,-0.20601,4.13517,-0.24706,2.04728,-0.32207
3.17244,-0.61313,-0.31537,1.35089,0.35332,-0.38817,0.14011,2.62276,-1.03262,-1.36785,0.64763,0.29604
-0.18893,-0.19637,-1.30796,-0.25666,1.6579,0.82413,0.79671,2.21034,-1.80715,-1.19378,-1.44013,-1.41265
-0.60201,-1.25991,-0.79605,-1.59893,0.77462,-0.47178,-2.65471,-1.40586,0.18612,-1.5473,0.33482,0.19091
0.77964,-0.58139,-1.05982,-2.00689,0.54497,-0.69579,0.41079,0.1246,-0.81999,-0.13528,-1.28371,1.22784
3.05019,0.31095,1.20849,1.215,2.51302,2.11653,1.35007,3.40059,4.59827,3.66147,4.22925,4.03969
-3.54217,-2.62069,-5.24667,-2.31798,-0.78709,-0.38053,0.11039,-0.73281,-2.82191,-0.458,-1.51264,-2.17293
-2.29622,-0.4062,-3.27546,-4.16805,-0.31156,-2.1061,-3.76227,-0.21261,-2.60116,-4.04807,-4.97224,-5.15555
0.6455,0.16654,0.12663,1.20912,-0.02041,0.44039,0.04467,-1.45463,-0.33767,0.39282,1.93728,-0.92419
-1.08452,-1.85422,-1.96279,-1.85834,-0.46425,0.69394,1.20937,0.03677,-2.36401,-1.52725,0.31905,-3.03351
1.40598,0.36733,-1.23481,1.87252,2.00482,-0.13339,0.25973,1.36095,3.0733,2.15458,2.52494,1.68477
0.23357,0.04111,-0.74721,-0.13563,2.42049,1.63773,-0.91792,-1.48615,1.90119,-0.03048,-0.08383,1.82905
0.60242,2.49241,1.47318,2.80234,-2.23071,-1.00603,0.54051,-1.13432,0.28187,0.89981,-0.31399,0.51622
0.37292,2.30866,-0.06901,0.59358,-0.04268,2.15062,1.80741,0.91974,1.07789,-0.17649,1.55651,0.4524
0.60317,0.68954,0.73401,0.02902,-0.59803,-1.55087,-1.04706,-0.92803,1.08173,-0.27843,-1.36949,-1.23731
-0.14931,0.51159,-2.77034,-0.59764,-0.80788,-2.28778,-0.80581,-2.02641,1.57613,2.18203,-1.91657,-0.35837
-0.76972,1.00777,3.67367,0.61137,1.19856,0.1041,2.11522,2.47837,1.43073,1.19083,0.89011,-0.19008
0.05226,-2.0988,-0.41668,0.38791,-1.94035,-0.91415,-0.74326,-1.78914,-2.34253,-0.80046,0.14279,-3.06301
1.48791,1.22752,1.38869,1.18865,0.66976,0.17971,1.22522,2.65788,1.79324,2.05531,1.12942,0.33204
-1.78925,0.80231,-1.93084,-0.18831,-1.46041,-1.42989,0.01751,-1.48149,-0.85684,-0.72886,-1.5717,-0.552
-2.43226,-3.07038,-2.06359,-2.42122,-0.22696,1.12053,0.57042,2.1339,-2.08907,-0.03051,-1.53728,-0.89241
-0.04756,0.12419,2.14099,-1.13537,3.48628,2.0317,3.88994,1.44374,1.87272,1.38496,1.35324,2.34716
-0.1337,1.29829,-0.37182,-0.53013,-0.60593,0.33622,2.59272,0.56808,2.32569,0.16225,2.29298,1.07398
0.6411,0.4881,0.73756,2.68137,-1.44044,-0.31495,-0.5715,-1.94035,0.74809,-0.16818,0.50754,0.66502
0.37683,0.91126,0.49231,2.07976,2.23403,0.60403,3.41388,-0.28524,2.56737,2.4802,0.77855,2.08903
1.47979,1.91395,4.44211,4.59571,0.2337,-0.24385,-0.2291,0.34587,1.69328,0.93187,2.01177,0.81243
1.93774,0.77267,-0.82446,-0.57308,-0.31721,-0.78011,0.07849,-1.87819,1.3876,-0.30234,0.76667,-0.48534
-3.42024,-3.65364,-2.86087,-2.82595,1.43343,0.69584,1.57067,1.50015,-1.12974,-2.04744,-1.36944,-0.82304
-1.952,-3.14125,-2.23689,-2.43661,0.06764,-1.28761,-1.01216,-0.36969,-2.14344,-4.33094,-1.57273,-2.36874
1.2325,1.21397,0.58875,0.07899,-1.38306,-1.31319,0.09839,-0.12314,-1.31373,-0.98666,-1.33174,-1.38595
-2.36161,-1.70297,-1.76593,-2.92166,-0.27949,0.48824,0.1941,1.20835,-1.54679,-2.43821,-1.83117,-1.97854
1.71846,0.48507,-2.52535,-0.3607,-1.85333,-0.25232,-0.31851,-1.29574,1.70279,1.32925,-0.03666,-0.66464
0.36622,1.43565,2.49248,1.87736,1.09666,0.53148,-1.28013,0.72954,2.40093,0.71403,0.92171,3.47402
0.15447,0.86904,2.9334,1.9082,0.31452,-1.2832,0.35984,-0.15913,0.54289,0.16145,1.24835,0.59719
-2.97116,-1.35716,-1.68086,-1.61684,1.28938,1.75918,1.42216,-0.58416,1.83582,0.13808,1.2474,0.42257
1.35708,0.37838,2.13907,0.86269,0.53626,-1.69077,1.65013,1.95133,-0.08787,3.16715,1.61425,1.47187
-0.28244,0.36074,0.20672,-0.99742,1.47516,-0.64078,-2.8574,0.24568,-2.61264,-0.96531,-0.16702,-0.93041
-1.86327,1.22601,-2.05392,-1.09311,-0.01109,0.14207,1.8612,0.49228,0.75621,3.06295,0.48266,-0.40857
0.4938,-1.02064,-1.41407,-1.8716,0.79845,0.51046,2.42793,1.15058,0.48402,0.44198,-1.14139,-0.05543
1.023,-0.59492,0.49165,-0.96474,1.61715,0.71484,-0.77106,-1.45146,-0.36625,-0.42949,-0.39634,-1.59751
0.66592,0.75802,0.9692,0.19801,1.53152,-0.90023,-0.13853,-0.16683,3.44015,0.20745,1.46611,1.37474
-1.57937,-0.50517,-2.1206,0.47309,0.56167,1.68183,2.35121,0.97272,-0.30546,0.15224,2.46653,0.2074
0.26361,-1.83881,-2.54853,-3.05459,-0.13313,-0.74071,1.92876,1.02371,0.03378,-0.08134,-0.07973,0.34207
-1.0903,-0.24725,-1.53263,-2.57389,-1.13044,-0.38744,-0.43388,-1.25579,-1.99021,-3.21502,-0.76235,2.02864
1.43772,1.82186,1.10026,1.24364,-1.23293,-0.74234,0.41688,-1.18701,2.28526,0.16957,-0.231,1.16909
-1.30754,-0.43366,-1.04889,-1.18412,0.34697,0.45394,-0.63607,0.02792,-3.1093,-2.03375,-1.73014,-0.50606
-0.06818,1.91568,-0.02811,-1.35999,1.6094,2.39885,2.08776,1.31395,1.41925,1.94491,2.28734,0.37861
0.103,-0.04368,1.48719,0.27823,-1.57784,1.9618,-0.55056,-0.44314,0.7256,0.14258,-0.06683,-0.95194
1.66553,-0.6569,1.44906,-0.02593,-1.83873,-1.11274,-1.68001,-2.18058,-0.7359,0.35687,0.02313,-0.11954
2.92364,0.87431,1.25607,1.48085,1.22039,-0.74279,-0.51518,-0.14855,0.78693,2.8164,1.36478,-0.19213
0.25576,2.036,1.26894,1.62592,1.06911,2.37297,1.59714,0.98794,4.22221,1.89965,1.71077,2.71452
-0.79732,-2.02038,-2.61141,-0.67942,3.34026,0.40269,3.22948,4.15184,-1.31838,0.39618,-0.39198,0.25934
0.78571,0.78618,-0.29594,1.84258,-0.67129,-1.02236,-0.63357,-0.33418,-0.84639,-0.5188,-1.05158,-0.10753
-0.67826,-2.15549,-0.72615,0.93353,0.19149,-0.3433,-1.34789,-3.38399,-1.76396,0.98488,0.19857,0.09439
2.6401,0.28185,-1.76672,2.32964,-1.77685,-0.22504,0.64688,0.20443,-0.03845,2.11688,-0.18892,0.77811
-0.65845,0.86533,1.37123,-0.70865,1.20354,0.91771,-0.65651,0.29561,1.57796,0.46386,0.90941,0.15805
-1.90582,-2.79659,-2.20351,-3.36842,0.48654,1.44111,2.00341,1.06357,-2.93022,-1.79756,-1.77399,-1.48092
3.33485,1.66428,2.86846,2.72052,1.88982,2.05358,2.65896,2.80573,3.21414,3.31295,3.48874,1.39777
-0.80266,0.89453,-0.31392,0.81644,-1.33293,-0.89208,-2.6746,-1.96527,-1.26743,-2.05157,-0.64405,-0.04837
-3.18429,-2.48232,-1.25839,-0.74547,0.95864,0.54584,3.68912,1.62075,-1.80986,-2.39277,-1.06611,-2.17415
0.83175,2.92774,0.51009,2.15496,0.60813,-0.36281,-1.01012,0.64853,2.62072,1.86139,1.36179,2.10436
-0.62651,-0.93265,1.33365,0.04589,1.06285,1.26397,0.63279,-0.32961,-0.37495,0.83418,0.84921,0.2223
0.93474,2.88663,0.39526,3.76618,-0.50843,-0.2626,-1.01453,-1.00967,0.25599,-0.1303,0.9287,1.0968
-3.95748,-2.84736,-3.42155,-5.34571,0.28515,0.86432,-0.00918,-0.56565,-1.88811,-2.63873,-0.26936,-2.46042
1.43388,0.46938,0.65118,0.54453,0.06027,-1.48031,-0.84016,-1.76647,-0.41277,-2.03354,-0.41424,-1.94555
-1.50676,-1.14464,-0.99773,1.04383,0.51859,0.73041,-1.13619,-0.16752,0.0316,0.17431,0.79634,-0.44656
-2.71445,-0.60212,-1.32453,-0.18885,1.02832,0.36245,-0.88119,0.40487,-1.84813,-1.44995,1.61792,0.41683
-2.31312,-0.16317,0.6579,-0.91364,-1.04303,-0.5498,-0.40636,0.05184,-1.59027,-0.73539,-3.30918,-2.68955
1.06771,3.10973,1.05756,2.28803,-0.96661,-2.68686,-1.08105,0.35957,1.06671,0.10262,0.57661,-1.0157
0.80054,2.07895,-0.3179,0.04057,-2.78862,-1.00586,-2.16087,-1.66185,0.24117,-0.23478,-1.21613,-0.92547
-0.55256,-1.36797,-1.10953,-2.19062,0.9313,-0.13081,0.18411,0.07108,3.10356,0.35353,2.25246,0.03653
2.3696,3.47652,4.10495,5.07842,0.47191,0.98261,2.1594,0.57527,4.90749,2.21994,2.83713,-0.37973
4.34752,1.48703,1.13927,3.09785,-1.79312,-0.71658,-0.22414,0.31582,1.24478,-0.09892,0.73424,1.88758
-0.12138,-1.79435,-0.07331,-0.17422,-1.80143,-1.15356,-1.8865,-2.5148,-0.97004,0.04876,-1.44858,-1.67958
-1.2538,-0.56145,-1.87414,-1.5608,1.06515,1.01578,3.27282,1.45439,-0.38648,-0.36342,-0.0597,1.68683
-1.99736,-1.45079,-1.85224,0.17578,-1.95433,-1.99763,-3.92549,-0.57906,-1.34837,-0.16051,-1.63872,-0.17398
1.65608,0.74428,1.80115,1.88364,2.44586,-0.66281,3.69711,1.42337,4.64017,3.59721,2.28855,2.25267
0.38521,0.9509,-0.59214,0.42949,0.6104,0.65564,2.29097,1.67047,2.18376,1.0838,-0.38304,0.18974
0.77345,-1.03148,1.7569,1.88835,-3.77542,-2.95252,-0.27143,-4.30925,0.41953,-1.23396,0.37241,1.56985
-1.12031,-1.06156,-1.67369,-0.98777,1.41101,0.72344,0.42398,2.09947,0.49382,-0.23723,-2.18815,-0.83142
-0.4958,-1.8092,0.13891,-3.05795,-1.99478,-0.28988,-2.29221,-0.50113,-2.67835,-1.30954,-1.43696,1.29015
3.48158,0.00015,2.69995,2.71425,2.67496,2.21781,3.03719,0.56696,2.98435,3.33253,2.06374,2.78143
0.81318,-0.42917,-1.00625,-1.28457,2.03508,1.34766,1.42623,0.98053,0.86899,-0.98492,-0.29488,1.46098
1.93666,1.26357,1.87666,1.18494,-0.09789,0.33479,1.39603,1.22601,1.40277,3.74885,1.34384,2.36487
-1.57031,0.95664,-1.2131,0.68333,-0.24145,0.717,-2.21652,1.45001,-0.76524,-0.26655,-1.22281,1.96257
2.7409,1.06715,2.46568,4.46976,-1.13637,0.11333,-1.7687,-1.76707,1.8709,1.17474,1.83601,0.96879
-0.39721,-0.07801,2.47635,1.03597,2.17797,1.8915,0.87078,2.78381,2.39427,3.23607,1.01502,1.10098
0.69946,-1.40908,0.3508,1.00737,-1.27292,-0.65173,-1.36072,-0.51719,1.22842,3.34899,1.86878,0.57503
-0.44646,-1.66464,-4.59846,-3.06208,1.13853,0.88992,1.93419,1.37586,-2.66908,-2.79062,-1.10814,-2.68164
2.18158,0.41123,-1.66402,1.48645,-1.08084,-2.45318,0.07581,-2.18531,0.25607,2.68943,2.2448,0.31674
-0.3737,0.61917,-1.27668,-0.02824,0.71947,0.19619,1.33476,-0.68859,-0.12296,1.66671,0.08396,0.97176
0.74648,-1.96066,2.20979,0.51781,0.68135,0.82754,1.3775,0.56438,1.6535,1.17277,-0.91892,0.59645
1.15919,-0.33462,0.85068,0.7202,-0.05624,0.00291,0.36575,1.344,1.32466,0.53262,-0.05719,-0.27263
0.53344,0.69239,3.89908,1.57486,0.10328,0.4283,2.50179,-0.04446,0.70938,2.82071,1.33273,1.86474
1.43739,1.36482,0.13014,2.75658,0.18428,1.5862,1.95669,2.18346,1.65058,1.27918,1.05802,2.13635
-2.04948,-0.40088,-1.09467,1.37243,-1.2419,-0.51618,0.43999,-0.47205,-0.04478,0.70302,0.33997,-0.5511
1.70939,-0.35116,0.72748,1.23748,-2.64048,-1.64421,-3.22765,-1.79035,0.14837,-0.67431,-0.04417,0.08889
-0.35567,1.09031,-0.93651,-0.69071,-0.45154,-0.40236,0.19568,1.51168,0.3911,1.67763,-0.5508,0.46025
-2.63096,-0.24194,-2.00725,-2.4144,2.30202,0.92687,0.44628,1.12476,-1.81012,-0.47234,-1.73765,-1.43188
1.06239,-0.82579,0.61519,-0.62416,1.4608,3.4465,0.44663,3.46245,-0.5372,2.55308,0.35633,0.94355
-1.57071,-0.58402,-0.81219,-2.89868,-0.52038,0.99304,3.11069,1.68122,-1.4614,-2.681,-1.9775,1.0471
0.56355,0.70597,2.29876,2.64549,2.61512,2.11645,0.22911,1.22613,0.55225,-0.06628,1.40922,-1.10667
4.17624,-1.28192,1.82013,3.61782,-1.46886,-0.77158,0.21996,-1.07616,3.5747,1.52674,3.25704,0.72436
1.18375,1.86753,2.7219,5.2073,0.02278,-0.45583,0.04754,-1.37109,3.22878,2.3832,0.40639,2.89867
-0.49064,-1.18406,-1.97926,-2.06516,2.76467,1.654,2.26393,0.62258,-2.50276,-0.90487,-0.56501,-0.2403
0.11373,-1.91901,-1.23601,-2.89076,-1.53644,-0.14683,0.43176,-2.42064,-1.22065,-1.1892,-2.63197,-0.70531
3.70741,-0.09638,4.60318,2.63114,0.56592,-0.69245,-2.78686,-2.16232,2.47783,1.8626,2.75314,1.93556
-0.90313,0.42159,-0.44449,0.45507,2.41872,1.59611,3.27213,1.84893,-1.93353,-0.59851,-0.33736,-1.71792
1.58365,1.22782,2.06881,1.29339,1.48108,2.2754,2.06239,1.8605,4.12854,3.48434,4.69635,4.1075
-0.75147,1.66851,0.33571,-1.79958,-0.623,0.87014,0.69263,1.84093,1.94938,-0.60491,1.08458,-0.83583
0.65008,0.28409,0.61152,1.00669,0.73071,-0.36691,-1.08394,1.91401,0.58344,0.43223,0.45722,0.35156
2.09997,2.31091,3.35541,3.65442,-1.1464,-0.63249,-1.61715,-2.11849,0.87699,-1.4429,0.64081,-0.16819
1.23974,-0.85142,0.84471,0.5171,1.1482,-0.72674,0.53887,0.09427,-1.65842,0.44233,0.80658,0.69501
-0.74975,-0.90071,-1.74125,-0.36733,-0.36153,-0.45521,0.75401,0.75552,-1.52775,-0.76595,-0.35837,-1.03742
-3.02639,-3.78544,-3.75728,-5.55471,0.28705,0.23124,0.59242,-0.19126,-4.11288,-3.16221,-3.75344,-2.61719
0.12402,1.14793,1.09123,1.23141,3.88628,2.77421,4.64092,3.41229,0.37299,1.438,3.17927,1.06725
1.30473,1.49096,3.19642,4.9487,2.11575,2.14314,0.7156,0.90642,2.95209,1.34524,2.78887,1.89089
-0.74896,-1.13146,-0.96038,-0.88115,1.54643,2.8973,2.65973,-0.10728,-1.46294,2.61632,-1.09542,-0.8989
2.91073,3.2688,2.06761,2.74024,1.42692,-1.05211,-2.40724,-1.59316,0.80919,0.84999,1.09719,1.83601
0.43796,0.09751,-1.52249,-1.7095,0.13904,-1.44962,-0.83899,-1.6284,-0.00223,-0.03219,0.34532,0.25373
1.2437,2.60898,2.06903,1.38875,-0.33821,-0.0204,0.69351,-0.38943,2.14192,3.20378,2.90516,2.96478
-3.10291,-0.55797,-1.62282,0.1815,-1.41017,1.61062,0.74523,-1.35338,-0.47818,0.1798,-0.27629,-0.70238
2.36102,2.38838,2.61349,2.25927,1.87115,1.442,1.75409,0.49463,2.1506,2.31455,2.41912,2.84283
-0.37354,-0.91568,-2.26666,-0.77326,-0.98762,0.40924,0.84398,2.25239,-1.13291,-0.16895,-0.39066,0.03951
1.59316,2.8692,0.2231,0.00699,0.87845,0.34519,0.75067,2.10497,0.81382,1.2264,-0.91146,-0.15901
-1.56972,-0.80332,-1.6135,-1.37746,1.34135,-0.35778,1.6731,2.13613,-1.62764,-1.42313,1.79867,0.84511
1.23395,0.46871,1.02866,0.77922,-1.67492,-2.21821,-4.06243,-0.41419,-1.90348,-0.5093,-1.54749,-0.54849
0.0882,0.59089,-0.38512,0.02398,-1.28946,-0.79309,-2.45907,-2.58592,0.14314,0.99425,-0.26032,-0.01357
-0.91925,-0.3503,-1.18828,-0.89878,-1.01805,-0.16264,-2.36123,-2.96995,0.11366,-0.74656,-0.64646,0.22015
-1.27643,1.05493,1.10067,0.00929,-2.98962,-1.54041,-2.83758,-2.59298,-1.63593,1.16954,-0.32562,0.07418
2.03095,0.82612,1.56007,1.15609,2.2367,1.65815,-0.00845,-1.48922,0.15242,1.54909,-0.36474,2.0022
-2.53342,-2.38752,-1.34728,-2.38701,-0.08784,-0.87915,-0.422,-0.94676,-0.33255,-1.65484,-0.13802,-2.53006
0.63719,1.54017,0.89167,1.145,2.88632,1.92275,2.40348,2.74513,2.04909,1.70566,1.75125,3.06435
-2.23894,-1.6496,-2.15225,-2.78089,-0.5395,-0.40319,-1.88196,-1.42231,-5.80196,-4.3249,-5.44384,-3.25639
1.42386,-0.14265,1.21161,1.2671,1.03974,0.22078,0.00705,-0.68627,0.33141,-0.46764,-0.70785,0.25188
0.58523,-1.78775,-0.59973,-3.37619,1.01409,-0.67176,-1.40935,-0.76259,-0.66445,-0.75522,1.29623,-0.08355
0.09331,1.93726,0.43516,-0.51336,-2.84441,1.17723,-1.22313,-1.99813,-0.48822,1.06867,-1.61006,1.73645
1.53945,1.0491,0.20569,-2.11905,0.25401,-0.81611,0.76754,0.79222,0.70875,1.02235,0.95208,-0.08751
-1.82085,-0.4923,-0.89356,-3.28875,-0.4422,-0.64494,-0.57985,-0.64149,-1.68753,-1.25497,0.34601,-1.61256
-1.18818,-2.13528,-0.27149,-0.34178,0.63262,0.83358,-0.41323,0.98036,-3.61008,-3.68435,-0.59329,-0.61497
-0.85345,-0.12481,0.21452,1.17968,2.17663,2.52182,1.73236,1.58898,1.02714,0.84905,1.33683,1.14976
0.27155,-1.07135,-1.8037,-0.22541,-0.30823,-0.2745,-1.4787,-1.11731,1.4011,1.22763,-0.00845,-0.64015
0.36312,-0.53276,0.15763,-1.0712,1.25229,1.37523,-1.65823,0.94607,1.68441,1.94214,0.85157,0.93872
-0.16929,-0.03392,-2.27162,-2.7569,1.00647,0.50178,1.28255,1.74529,-2.56416,-1.8474,-0.92724,-2.60098
-3.26449,-1.04312,-2.7134,-2.0873,-0.75538,0.73212,-2.76079,-2.77507,-1.01449,-1.63573,-1.66176,-3.02324
-0.43209,2.01431,2.22676,2.51808,2.79165,1.14495,1.02862,-0.35284,-1.19472,0.0526,-2.37699,0.94426
0.52684,-1.44401,-0.7226,-1.43446,0.05694,0.35233,0.98262,-1.26377,-2.63468,-1.43122,-4.43442,0.13302
2.20248,0.16801,2.73938,0.98293,-0.35285,-1.23733,-0.57731,-0.3037,-0.25336,1.23655,0.44634,0.67661
3.02358,2.4728,1.2986,0.63682,1.32019,0.38208,1.38123,3.71046,3.75593,2.52979,1.52535,1.00816
1.57571,2.00274,1.08114,1.37614,-0.43168,0.05423,0.67332,1.95985,0.96344,1.11146,2.31165,0.4384
0.0037,-0.7507,0.5072,1.49769,-0.64833,1.71752,2.81028,0.73281,1.40896,1.93616,0.79222,-0.53674
1.32936,1.38078,3.09519,2.84157,-0.58868,0.85985,0.76018,-0.2455,3.25846,2.69573,3.03358,3.81992
-1.04051,-0.7517,0.03865,1.14281,0.3668,1.64263,2.01807,0.61964,-1.15733,1.38989,0.40913,-0.24212
0.36884,2.05821,-1.05746,0.95795,1.77612,1.69197,3.26285,4.99626,-1.04062,0.88089,0.42844,0.22849
-0.61754,-0.79033,-0.66443,-2.73263,-0.57693,1.73672,0.16178,1.26227,-0.13183,0.80362,1.156,1.24683
1.34013,1.40421,3.23225,0.51664,0.04236,-1.15802,0.18343,1.04765,-0.44155,0.78858,-0.09791,-0.54205
-1.5585,-1.06857,-0.66729,-0.83954,-2.92648,-3.38854,-3.04516,-3.90472,-3.83064,-2.36872,-2.20244,-2.90137
-0.59817,-0.34973,-1.43412,-2.11175,-1.26247,0.5087,-1.3455,1.14191,-1.20848,0.99597,-1.27121,-0.79852
