"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12"
-2.35131,-0.47331,-1.54775,-0.76737,-2.83606,-2.6333,-5.32339,-5.04508,-4.33921,-3.87806,-3.18081,0.68756
0.13505,-1.25699,0.98387,0.91764,-0.60088,-1.36905,-0.0574,-1.10499,0.7384,0.88234,-1.76592,-1.6312
0.73594,1.99799,-0.44872,1.17725,-0.05974,-0.06547,0.5817,0.09318,-0.91744,1.1398,0.01122,-0.60643
-1.23,-1.1245,-0.68679,0.61137,2.23958,-0.96131,-0.44629,2.06195,-0.25066,1.31914,1.29517,0.10728
-0.1682,0.38314,-1.43597,-0.9992,0.83421,0.4322,-0.37385,-0.28252,1.87708,-0.75672,-0.69947,2.16408
-0.08147,0.99323,0.62983,1.46116,1.35093,3.28787,1.58394,0.96592,0.7395,3.17632,1.66341,3.73437
0.50344,-1.04414,2.32094,2.35213,-0.77199,-1.72602,-2.21498,0.4286,0.36831,1.41252,0.37054,-2.61437
0.57228,-0.43025,-1.98003,-2.19779,-0.32972,-1.61166,-0.56744,-1.59878,-2.66857,-1.04097,-1.9794,-2.07189
1.29952,0.09735,1.28827,0.5499,-1.67523,0.2595,-0.68589,0.00991,-1.91082,-2.27292,-0.76134,0.50876
-0.063,0.79971,2.35634,-0.48317,1.38408,1.30365,1.83452,2.91497,1.91893,1.1614,1.78977,2.38007
-0.6834,0.89482,-0.03033,-0.70955,-1.03002,-0.08155,0.89706,0.03599,1.15075,0.21281,-1.78056,-2.07672
1.06131,0.31749,0.77765,-1.01733,-0.01539,-1.83785,0.32691,-1.69345,-2.01562,-3.66706,-2.54548,0.5533
1.04768,0.03863,1.26078,2.64797,1.99082,-0.08478,-0.32036,2.05073,1.00986,0.0615,1.78299,0.66434
0.15256,-0.5719,-0.51072,-2.06061,0.95196,-0.29038,2.19526,1.53119,1.06871,0.50062,0.18042,1.01056
0.97301,0.51983,1.03525,1.7018,2.90259,1.91174,4.01001,2.08327,5.58794,3.43946,3.27475,1.78686
0.63787,-1.04888,-2.72656,-0.25338,-1.31488,-1.6514,-1.92268,-1.19183,-1.46196,-1.92195,-3.18001,-1.77124
-0.22538,-1.18687,1.54188,-0.65247,1.52347,0.8667,0.06482,0.13175,-0.51201,0.47479,-0.36569,-0.61083
-1.75397,-0.34349,-0.07559,-3.30577,-0.11546,-1.81633,-1.04877,-3.01882,-1.60009,-0.24097,-2.06488,0.60357
1.06923,0.29553,2.06527,1.21212,0.25877,-1.1014,0.73448,-0.64165,-1.38984,-0.35287,-2.13753,-0.61121
0.16507,1.24962,0.75961,0.29526,0.86315,-1.13486,-0.33262,1.79494,0.03608,2.3249,-0.28639,0.34144
1.59636,-1.23192,0.91953,-1.55961,-3.48385,-1.70923,-5.78922,-3.33376,-5.10295,-5.58971,-5.04768,-1.94236
1.26493,1.76916,1.81896,0.69833,2.19169,2.33506,3.74681,3.77914,3.59797,5.01116,3.72291,1.44344
0.23909,-1.29494,-0.6992,-0.14654,-0.62996,-0.50338,-2.35047,-1.36841,-3.1144,-0.18307,-2.28167,-0.5874
-1.46238,0.02556,2.69875,1.16314,-3.02802,0.31513,-0.69238,-1.30954,-2.73142,-1.02986,-1.32889,-2.6067
0.80447,0.45145,0.54523,0.17524,-0.7731,-1.18095,-1.17481,-0.66468,-0.19547,-1.51413,-0.40193,1.14886
-3.31876,-2.01387,-2.54017,-3.11814,-2.40313,-1.40755,-2.5262,-2.38177,-3.44555,-3.88621,-2.4535,-1.26061
-1.4161,0.24209,0.6433,2.15678,-1.23374,0.94519,-1.4114,-0.61859,-0.74962,1.11852,-0.07201,0.99872
1.02306,0.24877,1.01485,0.00715,1.19201,-0.71167,-0.09797,0.52298,0.80146,0.39728,2.38993,0.56254
-0.2715,-0.9421,-1.6074,-2.32978,3.13643,1.00766,2.56825,-0.39035,2.09476,2.52322,2.44648,0.90377
1.46012,-0.17183,-0.56003,0.81563,-0.8055,-2.31556,-1.29576,-2.46033,-2.11476,-2.02753,-1.40904,-1.90567
1.51303,0.98769,0.14513,2.75256,-2.51083,-0.17355,1.13945,0.88911,1.01737,0.53276,1.89596,1.27769
0.64614,-0.81966,0.47644,1.03624,-0.64402,0.07291,0.26793,1.21496,0.67502,0.37357,1.39041,-0.76711
-0.8567,0.07365,-1.84741,0.99235,-0.79541,0.26054,-0.69867,-1.84603,-2.98284,-0.39121,0.19653,-1.50198
0.12485,1.1451,1.38729,0.51039,1.38402,-0.30664,-0.19226,0.1112,1.10605,0.40972,0.90702,-0.79864
0.73423,-0.58161,0.43545,-0.36454,2.98576,1.06601,1.75062,1.35388,5.23127,1.28238,3.06529,1.49094
-0.58928,0.27189,0.53971,-1.20646,-1.30449,-2.08792,-0.50794,-0.60343,-1.3157,-0.47429,-0.14441,-0.38634
-0.97867,0.04097,-1.68496,-2.17262,-1.74556,0.22703,-0.85509,-0.86134,-0.40754,-0.91899,1.61188,-0.40662
-2.24536,-0.77242,-1.70385,-0.73477,-2.83919,-0.7025,-2.01603,-1.82719,-0.18116,-1.02175,0.20596,-1.18046
1.57035,-1.0347,-1.23115,-2.12404,1.44715,-1.54073,0.50933,-0.56652,-1.12071,-2.07201,-2.36974,0.18738
-2.48878,-1.48731,-1.09468,-2.63818,-1.07585,-0.503,3.0535,1.23227,0.33809,0.55583,2.06805,0.96019
-0.24711,0.5082,-0.47975,-1.04339,-1.56763,-1.54793,-3.41218,-0.77474,-3.8874,-1.43218,-2.61925,0.05603
-0.77954,1.86605,1.80834,2.95826,-2.81364,-0.35279,-2.86973,-0.44857,-3.73794,-2.23559,-2.76534,-1.35597
-0.8073,-1.59147,-0.411,0.52538,0.6935,1.00899,-0.96566,-0.97782,-1.26807,0.08173,-0.22791,-0.74859
0.41453,0.04548,-1.53039,0.94817,0.52348,1.63096,1.26112,0.77127,1.15394,1.37957,-0.11973,0.01796
-0.55072,-0.56358,1.08791,2.3933,0.37531,0.4584,1.29626,-0.22415,0.39673,-0.03058,-0.72005,1.71698
0.82287,-0.57255,3.38712,1.02656,1.50461,1.77625,1.2219,1.76892,2.5906,2.32972,-0.42061,0.07986
2.80422,1.95268,1.45154,1.42969,1.34399,1.17694,-0.35549,-0.17129,-0.70554,2.50672,0.28688,1.26559
1.69305,-0.97741,-0.59661,0.64111,0.75247,1.09275,2.0078,0.82427,0.31389,0.48982,0.19169,1.19814
-0.30489,-0.95443,-0.91338,-2.27068,-0.46769,0.62848,0.92508,-0.38953,0.94727,0.17489,2.18775,-0.10879
-1.13506,-0.16751,-0.73197,-0.25372,0.97928,0.38186,0.49498,0.74361,3.94576,0.24273,0.41273,0.1484
0.84761,-0.43526,-0.35999,1.83762,-2.15992,-2.72355,-3.73539,-3.86099,-4.39838,-4.44633,-4.34147,-3.74821
-0.48207,1.99376,-1.38516,-0.0537,2.04088,-0.15081,0.04339,-0.60266,-1.19329,-2.74528,-1.96642,-2.35618
0.9859,-2.68266,0.6568,2.5545,-3.70974,0.11688,-1.01819,-1.14753,-0.67141,-0.92046,-0.87071,-0.94306
0.283,0.00348,0.83796,0.51854,-0.29697,-0.55837,-0.65048,-0.18725,-0.54787,1.31263,-0.52471,-0.57677
-1.16065,1.20738,1.17324,0.172,0.34553,-0.07592,-2.69609,-2.90028,-2.43611,-3.36273,-2.67509,-3.09194
0.96992,1.30802,-0.13025,0.99249,-0.26394,0.90461,2.11498,-0.63793,1.82763,3.19092,2.61191,1.32044
2.15935,0.52405,1.84699,2.3407,-1.54799,-0.18527,-2.24081,-2.21917,-1.71449,2.35736,0.17721,-0.6091
0.66904,0.63694,-1.46695,1.45746,-0.66019,-0.57936,-0.61749,-0.99829,-1.16382,-0.72654,-1.4355,-0.52336
-0.22658,-0.41017,0.08934,-0.63975,-0.56278,0.338,0.4969,-1.82849,-0.92265,-1.27448,-0.50956,0.67625
1.61909,-0.07184,-0.55698,-0.87152,1.31262,1.54578,1.96922,0.3132,4.6062,3.09962,2.31785,2.30511
-0.51925,0.61586,-0.41488,0.72029,-0.79452,-2.74435,-3.38971,-3.18755,-2.94941,-2.40423,-4.40631,-1.84584
-1.39392,0.01264,-0.04003,0.12159,1.19975,0.61931,-0.55549,2.19369,1.18732,-1.08385,-1.1981,0.65338
-0.86478,-1.27745,-2.21556,0.56951,1.8164,0.30385,1.07363,3.06847,1.031,1.23462,1.88503,1.59524
1.32813,0.96838,-0.34945,-0.33701,0.63622,0.82091,2.06549,2.88283,1.46196,0.7445,0.74596,1.76567
0.471,0.04394,-1.17549,1.68948,-1.22297,-1.953,-2.03708,0.34469,-1.5746,-2.53827,-0.48595,-0.51536
0.46581,-0.04814,-0.73361,-0.0963,-0.83638,-0.24744,-2.50762,-1.04314,-1.7036,-3.41027,-3.73164,-2.2349
1.04432,1.79611,0.23061,0.25549,-0.61859,-1.05471,-2.88478,-1.47516,-2.74743,-2.96844,-0.31243,-4.11903
-2.59082,-0.13599,0.89929,0.46724,-1.55961,0.93277,-2.7151,-1.41373,-1.12405,-0.31469,-1.09165,-3.15482
1.12796,0.17068,0.0972,0.49983,-1.37828,0.55873,1.33612,1.78882,2.66448,0.43332,0.82557,0.92776
0.84234,2.05071,0.41634,1.96898,-1.65129,-3.05172,-1.05532,0.25543,-2.89704,-1.97661,-2.0598,-3.47316
1.32421,0.1762,2.09416,1.32607,0.55832,-0.00806,1.64538,2.501,-1.62733,2.79286,0.66862,1.88436
1.26228,0.85717,1.40606,0.77862,-1.92378,-1.52038,-2.19632,-0.97385,-3.46552,-2.8539,-0.76753,-0.43464
-0.73803,-2.34943,-0.82125,0.76156,-2.60634,-2.49922,-3.17708,-2.4047,-2.15971,-1.40894,-2.71886,-1.18123
-1.34993,-2.82764,-0.2451,1.49962,-2.31888,-1.75882,-2.42201,-3.72004,-4.92885,-1.93537,-2.48912,-4.15754
0.09777,1.40441,-0.04534,0.17643,0.24091,1.19753,-0.10217,0.88252,2.06726,2.08601,1.1141,2.19139
-1.14016,-1.33409,-2.27474,-1.19471,0.81199,-0.01995,0.3536,-0.04506,1.96596,1.4159,-0.15267,1.10956
-0.82004,-0.47316,-0.30338,-0.89371,0.03139,-1.12611,0.56867,0.70472,-0.31889,0.89094,0.9062,1.8454
-0.77372,-0.57091,0.03661,-0.33912,-1.03906,2.6864,1.3005,0.36317,0.75457,2.61423,0.94816,-0.2617
-2.0777,0.23106,0.29295,-0.16666,0.75533,0.93775,0.13468,0.28658,1.00832,0.25834,0.07291,2.92719
0.49391,1.61313,0.35913,-0.59844,-0.77672,-1.4475,-0.21202,-1.13705,-2.78482,-0.94896,-1.59158,-1.02372
1.40836,-0.74217,0.99083,0.43712,3.39867,2.49814,4.35546,3.70503,3.84239,5.43809,2.30821,2.22839
0.30148,-0.31181,-0.65848,-0.45675,0.8407,1.36321,0.60124,0.29808,0.85734,3.02058,1.30685,-0.09721
-1.04868,-0.26055,0.36448,-0.16213,2.20277,0.11886,3.31972,1.7859,2.37447,3.10288,1.2041,2.54151
-0.6072,-3.02997,-1.78209,-1.24208,-3.37286,-2.15295,-2.5233,-3.04747,-5.14511,-4.43808,-2.17561,-1.15976
-0.84803,0.73996,1.25902,-1.16487,1.03068,1.1736,0.85255,0.74215,1.78476,1.85959,1.44408,-0.44206
-0.91894,1.12419,-0.26923,1.19577,-1.7564,-1.08779,-1.55363,-0.27325,-1.21569,-1.74802,-1.8176,-1.47741
1.96223,0.66141,-0.51317,0.25755,-0.52419,-1.18732,-3.13174,-0.72088,-2.39565,-1.41802,-2.5976,0.53607
0.69204,1.96227,-0.37963,1.75381,1.35221,0.01597,3.59674,1.57335,3.87227,5.87839,2.27693,2.50979
-0.14507,-0.27452,0.07371,0.28963,1.02516,0.34548,-0.38084,1.79549,0.80184,-0.44555,-3.03872,-1.50269
-0.85635,-0.75662,-2.29897,-2.12291,-0.22387,1.12314,-1.4484,0.50997,-0.01609,1.36587,1.13167,-0.37081
-0.39898,-2.81062,-0.51325,-0.65943,2.40715,0.36757,0.85771,1.27319,1.23521,1.32704,2.29004,-2.14556
-0.69235,0.55283,0.34734,3.07105,0.35437,-0.15622,0.50203,0.93108,1.84152,0.80095,-1.15309,0.54275
-0.70543,0.20115,-0.77214,0.7834,-4.11457,-1.10366,-4.17572,-4.18399,-2.53941,-3.18291,-2.12798,-1.99046
0.32945,0.12264,-1.35225,-1.46639,0.71964,-0.31587,0.55171,-2.38425,0.45495,-1.65154,-1.50559,0.61766
0.45219,0.74942,-1.86498,-1.14505,0.46829,-0.07445,2.17614,0.03688,-0.45927,-0.29353,2.77974,1.49253
-0.3835,0.5436,-1.52595,-0.99513,-0.34491,0.03962,1.89126,0.61943,0.16927,-1.58612,-1.17904,1.66205
-1.40306,-2.15261,-1.4066,-1.59045,-2.92163,-1.25941,-1.28364,0.52514,-0.5774,0.13679,-0.48234,1.46245
-1.49818,0.17765,-0.75863,-1.44031,-3.83821,-1.84323,-2.59768,0.33432,-2.76591,-0.3491,-2.48371,-0.40941
-1.86455,1.23418,-0.41451,-1.446,-2.10092,-0.74663,-3.37589,-0.85403,-3.30042,-1.82328,-0.83554,-1.36095
1.19189,0.89575,0.12888,0.31014,1.35297,0.93093,0.77821,1.67533,1.52245,2.28734,0.76045,2.40715
-1.88925,0.69828,-1.34319,-0.45373,-0.03754,0.5345,1.19466,-1.14059,-0.82501,1.52066,0.30151,0.0711
-0.06458,-0.59452,0.41002,-0.88087,-0.91116,-2.12441,2.13297,0.95236,-0.35908,0.44245,1.00167,1.23009
1.53384,0.48253,-0.5961,2.47773,0.93938,0.38155,1.21619,0.60449,0.16334,0.1153,-1.77424,1.11213
-0.2388,0.34722,0.43664,0.70496,-1.84434,-1.65073,-0.93512,-0.28393,-2.70592,-1.0192,-0.7308,-1.8527
1.53436,-0.55694,1.05766,0.74922,2.39211,1.43048,2.52868,1.4577,4.22334,3.49258,0.56433,1.67137
-1.68531,-0.55823,-0.52274,0.54559,-1.47007,-1.7546,0.27602,1.92154,-0.2775,-1.48727,1.61411,0.51061
0.18788,1.11457,-0.47276,-0.2955,-0.29389,-0.33858,-0.22314,0.12561,-0.54062,-1.42291,-1.55601,-0.64571
-0.00296,-0.63398,0.85385,-0.51663,0.69577,0.11445,2.2156,2.15254,1.4389,2.88023,-0.25263,1.46203
-1.98193,-2.0607,-2.52097,-1.20719,-0.8265,-0.16312,0.59079,-1.16213,-1.35246,-2.1443,-0.56356,-0.31318
0.57265,-0.08367,0.66922,-0.27596,1.27452,0.0851,-0.13271,-1.53371,-1.96738,-0.00057,-1.28213,0.00664
-1.60279,-1.61296,-1.27342,0.46408,-0.06886,0.99892,3.58488,2.41547,-1.2097,3.5382,-0.13246,-0.7568
0.66073,-0.17093,0.21037,0.76878,-0.04508,2.20266,1.42814,-0.15658,0.57872,3.32299,1.31147,0.87312
0.60106,-0.22656,0.70924,0.16494,0.24201,-1.31941,-2.47406,-1.24159,-2.47872,-5.17139,-1.79312,-1.78747
0.20901,0.49008,-0.69269,-0.3386,1.22493,0.96327,2.60157,0.73367,0.36162,-0.41394,2.10386,3.15282
-0.41918,0.21688,-0.47624,-1.2212,-1.71805,-0.99892,1.65992,-0.79434,0.21657,-1.24684,0.26832,1.76986
0.34562,1.62863,2.15924,1.31221,2.88306,0.7246,2.27498,2.25907,2.18093,3.73584,2.05657,1.05314
0.25919,0.80822,-1.83007,1.30967,0.07976,-0.84914,1.89396,2.60955,0.15346,-0.24548,1.30614,-0.15386
-1.06932,0.11252,0.10276,1.227,-1.84093,-0.98007,-0.13722,-2.84622,-3.22852,-1.73018,2.46452,-0.77217
-0.15754,-1.16378,-0.37044,1.4643,1.51288,-1.01088,-2.25346,0.01742,-2.07235,-0.89736,-0.57333,0.10374
0.0732,-0.70329,-1.41957,-0.08247,0.78679,0.86176,-0.30092,0.17342,2.4673,1.55838,-0.94762,-0.03223
-1.64649,-2.47951,-4.08296,-1.77103,-3.85837,-2.59682,-5.23502,-2.42414,-6.31455,-7.41762,-2.28264,-1.38576
-1.36884,-2.03984,-2.91449,-2.44712,-3.26745,-0.17332,-1.99592,-1.45937,-4.4453,-2.84203,-3.60218,-2.38586
0.63492,2.41206,0.18086,0.72969,1.56695,0.81901,3.00145,2.24791,3.31753,2.10559,2.22231,-1.19454
-1.53427,0.0076,-0.56915,0.50394,-0.8931,-0.63844,-0.71714,-0.60153,-1.14803,0.40113,-0.11752,-2.4019
1.01997,0.19815,0.15638,0.94421,-0.04124,-1.02178,-1.45112,-1.40348,-2.97741,0.18791,-1.11521,-0.76827
-0.54748,-0.97245,-1.96792,-1.11414,1.33842,-0.18571,1.48201,1.39935,1.51211,0.17396,1.67404,1.30201
0.51428,2.0936,0.38566,2.27151,-1.51453,-0.84501,0.96841,1.15988,0.60657,1.38003,1.6833,-0.01667
1.68444,-0.02964,1.42981,1.37418,-2.10584,-2.54917,-3.92957,-3.16011,-4.23422,-4.33723,-3.4543,-2.39614
-2.14692,-1.20163,1.55178,-0.99835,0.06049,0.23862,1.5908,1.57455,1.12589,-0.30071,1.3529,0.47034
0.48672,1.08404,0.77031,0.72649,2.09828,-0.70145,0.86373,2.61507,-0.55297,0.45659,0.08271,-1.07397
2.45268,-0.13935,1.06656,1.32538,-0.33925,-0.26578,-1.75039,-2.11743,-1.29554,-0.06377,0.51369,-1.37268
-0.0046,-2.59824,-0.07175,0.31853,2.36476,-1.65807,0.71051,0.78815,1.77825,0.69458,1.4254,1.7395
0.09111,1.43232,0.5097,0.65451,3.61538,4.16827,4.13,3.80378,3.99061,3.99769,3.71521,5.13208
-0.19009,0.23207,-0.15969,0.48292,-0.04558,1.52169,2.87579,2.85766,1.71876,1.16813,1.28966,0.99403
1.15773,1.12733,1.29001,0.5612,0.62689,-0.1035,-0.83476,-0.41764,1.44336,-0.77787,-0.68485,-0.61733
-0.70443,0.13372,-1.47909,-1.26737,-1.78049,-0.71373,-1.39245,-1.47673,-3.18583,-2.53871,-2.02746,-3.04869
3.02217,-2.06234,0.62964,1.08823,1.61739,0.40452,2.22204,1.4201,1.92236,2.37628,1.57265,3.55086
-0.70415,-0.75265,0.74301,-1.09792,0.04975,1.00566,-0.13906,-0.95464,0.5511,-0.24436,2.21071,0.01581
-1.24832,-1.94877,-0.96765,-0.942,-1.75105,1.20768,1.05563,0.53885,-0.99957,0.38381,-0.03604,1.14752
-2.64207,-2.40049,-2.39896,0.86742,1.72026,1.41334,-1.94539,-1.02431,-0.44184,-0.50981,2.40264,0.37855
2.34863,0.91109,1.95568,1.32745,0.22474,0.30868,-0.76162,-0.54082,0.58221,-0.62333,-0.74073,1.09326
-3.23479,-1.29056,-0.82401,-0.87633,-1.09126,-0.90779,-1.29916,-1.52175,-1.08542,-0.96646,-1.0712,-1.49907
0.29173,-0.71615,-1.4997,-0.96362,-0.87684,-2.22412,-1.79355,1.14128,-0.59977,-0.6446,-0.60501,-1.68302
-0.3489,1.02644,0.07187,-0.19177,0.1549,0.27678,0.24924,-0.99372,0.32464,-1.12131,-2.12961,-2.4119
0.23824,2.31208,1.92969,1.93524,1.88892,0.50776,0.06837,3.75341,4.10359,2.03982,2.6995,2.3805
-1.99003,-0.44755,-0.44287,-1.56619,-1.14706,-1.14537,-3.48384,-0.83261,-1.02435,-0.24693,-0.10091,-1.33707
-1.37585,-0.7402,-0.35238,-0.46955,-0.95584,-0.0743,-3.53305,-0.70043,-3.07967,-1.38924,-0.82183,-0.72564
